FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) GEOGRAPHIC POSITION, LAT/LONG, DEGREES; ;A;CURRENT / CURRENT;2022/001;7;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES; ;B;CURRENT / CURRENT;2023/001;11;AN
;(NU) POSITION, TRUE BEARING AND RANGE IN NM;POS;C;CURRENT / CURRENT;2281/001;7-28;X
2 M;(NU) DTG; ; ;CURRENT / CURRENT;2033/001;14;AN
3 O;(NU) ACCURACY, NAUTICAL MILES; ; ;CURRENT / CURRENT;1811/007;1-4;N
4 O;(NU) COURSE IN DEGREES TRUE AND SPEED IN KNOTS; ; ;CURRENT / CURRENT;2025/001;5-6;NS
