FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF CONTROL SURFACES PER POSITION; ; ;CURRENT / CURRENT;1044/373;1-2;N
2 M;(NU) CONTROL SURFACE POSITION; ; ;CURRENT / CURRENT;1223/003;3-7;A
3 M;(NU) CONFIGURATION OF CONTROL SURFACE; ; ;CURRENT / CURRENT;1775/002;1-68;X
4 M;(NU) DESCRIPTION OF SHAPE OF CONTROL SURFACES; ; ;CURRENT / CURRENT;1363/057;1-68;X
5 M;(NU) LENGTH, METRES;LENGTH; ;CURRENT / CURRENT;2387/001;2-6;ANS
6 M;(NU) WIDTH IN METRES, CENTIMETRES, OR MILLIMETRES;WIDTH; ;CURRENT / CURRENT;2115/003;3-8;ANS
7 O;(NU) COMMENTS; ; ;CURRENT / CURRENT;1357/001;1-68;X
