FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MINE LAYING METHOD; ; ;CURRENT / CURRENT;1459/003;2;A
