FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 O;(NU) VERIFIED ECHELON OF FORCE; ; ;CURRENT / CURRENT;2072/001;2-3;ANS
