FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ROE NUMBER; ; ;CURRENT / CURRENT;1012/296;3-6;AN
