FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) GUARD NUMBER; ; ;CURRENT / CURRENT;1012/671;5;N
2 M;(NU) CHANNEL CONNECTOR; ; ;CURRENT / CURRENT;1012/672;2;N
3 M;(NU) DATA RATE OF A COMMUNICATIONS SATELLITE ACCESS; ; ;CURRENT / CURRENT;2501/002;4-10;ANS
