FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MISSION SERIAL NUMBER; ; ;CURRENT / CURRENT;1012/121;1-2;N
2 M;(NU) MARITIME PATROL AIRCRAFT (MPA); ; ;CURRENT / CURRENT;1015/010;2-6;AN
3 M;(NU) MPA MISSION ASW DESIGNATOR; ; ;CURRENT / CURRENT;1285/042;2;A
4 M;(NU) EARDRUM TASKING INDICATOR;EARDRUM; ;CURRENT / CURRENT;1027/021;2-3;A
5 M;(NU) TOWED ARRAY SYSTEM (TAS) CONTACT INVESTIGATION; ; ;CURRENT / CURRENT;1546/003;1-25;X
