FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER REQUIRED; ; ;CURRENT / CURRENT;1044/104;1-5;N
2 O;(NU) COMMENTS; ; ;CURRENT / CURRENT;1357/001;1-68;X
