FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) WEAPON TYPE, SHORT RANGE AIR DEFENCE SYSTEM; ; ;CURRENT / CURRENT;1407/012;3-6;AN
* 2 M;(NU) GEOGRAPHIC POSITION, UTM 10-METRE; ;A;CURRENT / CURRENT;2086/001;13;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;CURRENT / CURRENT;2024/001;15;AN
;(NU) GEOGRAPHIC POSITION, GEOREF, CENTIMINUTE; ;C;CURRENT / CURRENT;2018/001;12;AN
* 3 M;(NU) SENSOR/WEAPON STATUS; ; ;CURRENT / CURRENT;1236/015;3;A
