FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MET TYPE AND GLOBAL OCTANT; ; ;CURRENT / CURRENT;2421/001;6;AN
