FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) HOSTILE BATTERY FIRE MISSION; ; ;CURRENT / CURRENT;1696/002;2-4;A
