FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DTG OF INFORMATION; ; ;CURRENT / CURRENT;2033/064;14;AN
