FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MUNITIONS TYPE, GENERIC; ; ;CURRENT / CURRENT;1407/029;3-4;A
2 O;(NU) MUNITIONS CALIBRE IN MILLIMETRES; ; ;CURRENT / CURRENT;1697/001;1-3;N
3 O;(NU) LENGTH IN METRES, CENTIMETRES, OR MILLIMETRES; ; ;CURRENT / CURRENT;2115/002;3-8;ANS
4 C;(NU) DIAMETER IN METRES, CENTIMETRES, OR MILLIMETRES; ; ;CURRENT / CURRENT;2115/005;3-8;ANS
5 O;(NU) AIRCRAFT GENERIC CATEGORY; ; ;CURRENT / CURRENT;1301/001;1-4;A
6 O;(NU) QUANTITY OF ORDNANCE; ; ;CURRENT / CURRENT;1044/131;1-3;N
7 O;(NU) ATTACK INTENSITY; ; ;CURRENT / CURRENT;1293/001;3-5;A
