FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) REPORT ACCURACY IN METRES; ; ;CURRENT / CURRENT;1052/012;1-3;N
