FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) LOCATION NAME; ; ;CURRENT / CURRENT;1022/004;1-20;X
* 2 M;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES, VERIFIED; ;A;CURRENT / CURRENT;2043/001;14;ANS
;(NU) BEARING AND DISTANCE IN NM FROM REFERENCE POINT; ;B;CURRENT / CURRENT;2307/001;10-27;ANBS
;(NU) LOCATION NAME;NAME;C;CURRENT / CURRENT;1022/004;1-20;X
* 3 M;(NU) FLIGHT LEVEL; ;A;CURRENT / CURRENT;2129/001;5;AN
;(NU) MARITIME ALTITUDE IN HUNDREDS OF FEET; ;B;CURRENT / CURRENT;2164/001;6;AN
