FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF MARITIME PATROL AIRCRAFT REMAINING; ; ;CURRENT / CURRENT;1044/023;3;N
2 M;(NU) NUMBER OF MARITIME PATROL ACFT WEAPON SYSTEMS COMBAT READY; ; ;CURRENT / CURRENT;1044/019;3;N
3 M;(NU) TOTAL NUMBER OF AIRCRAFT LOST; ; ;CURRENT / CURRENT;1044/010;3;N
