FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) PERCENTAGE; ; ;CURRENT / CURRENT;1064/001;1-4;NS
