FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) UNIT; ;A;CURRENT / CURRENT;1022/057;1-30;X
;(NU) TASK ORGANIZATION DESIGNATOR;TOD;B;CURRENT / CURRENT;1037/001;1-20;X
2 M;(NU) CALL SIGN; ; ;CURRENT / CURRENT;1129/001;1-38;X
3 M;(NU) PRIMARY FREQUENCY; ; ;CURRENT / CURRENT;2064/003;3-14;ANS
4 M;(NU) PRIMARY COMMUNICATIONS NET DESIGNATOR; ; ;CURRENT / CURRENT;1305/006;1-10;X
5 M;(NU) SECONDARY FREQUENCY; ; ;CURRENT / CURRENT;2064/004;3-14;ANS
6 M;(NU) SECONDARY COMMUNICATIONS NET DESIGNATOR; ; ;CURRENT / CURRENT;1305/007;1-10;X
7 M;(NU) TACAN CHANNEL;TACAN; ;CURRENT / CURRENT;1012/014;1-4;AN
