FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) WEAPON SYSTEM ASUW; ; ;CURRENT / CURRENT;1407/021;3-7;A
* 2 M;(NU) WEAPON TYPE, GENERIC; ; ;CURRENT / CURRENT;1407/001;1-30;X
* 3 M;(NU) LAUNCH MODE; ; ;CURRENT / CURRENT;1639/001;1-30;X
* 4 O;(NU) SEEKER PATTERN; ; ;CURRENT / CURRENT;1640/001;1-30;X
