FF-SEQ;FIELD USE DESIGNATOR;ST COL;COLUMN HEADER;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE;JUSTIF
1 M;(NU) MISSION NUMBER;1;MSNNO; ; ;CURRENT / CURRENT;1012/069;1-8;X;L
2 M;(NU) CALL SIGN OF SAR UNIT;10;CALLSIGN; ; ;CURRENT / CURRENT;1129/012;1-17;X;L
3 M;(NU) ACTIVITY TYPE;28;ACTTYP; ; ;CURRENT / CURRENT;1299/001;1-8;A;L
4 O;(NU) PRIMARY FREQUENCY IN MEGAHERTZ;37;PRIFRQ; ;A;CURRENT / CURRENT;1068/003;2-8;NS;L
;(NU) PRIMARY FREQUENCY DESIGNATOR;null;PRIFRQ; ;B;CURRENT / CURRENT;1396/002;1-8;AN;L
5 O;(NU) SECONDARY FREQUENCY IN MEGAHERTZ;46;SECFRQ; ;A;CURRENT / CURRENT;1068/004;2-8;NS;L
;(NU) SECONDARY FREQUENCY DESIGNATOR;null;SECFRQ; ;B;CURRENT / CURRENT;1396/003;1-8;AN;L
6 O;(NU) OTHER SAR UNIT COMMENTS;55;CMNT; ; ;CURRENT / CURRENT;1357/010;1-14;X;L
