FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) REFERENCE SERIAL NUMBER; ; ;CURRENT / CURRENT;1012/066;1-10;X
