FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF RUNS; ; ;CURRENT / CURRENT;1044/092;2;N
2 M;(NU) PERCENTAGE CLEARANCE REQUIRED OR ACHIEVED; ; ;CURRENT / CURRENT;1064/026;4;NS
3 O;(NU) AGGREGATE ACTUATION WIDTH IN METRES OR YARDS; ; ;CURRENT / CURRENT;2347/002;4-5;AN
4 O;(NU) TRACK SPACING IN METRES OR YARDS; ; ;CURRENT / CURRENT;2347/003;4-5;AN
5 O;(NU) STANDARD DEVIATION IN METRES OR YARDS; ; ;CURRENT / CURRENT;2347/004;4-5;AN
