FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ICAO BASE CODE; ; ;CURRENT / CURRENT;1125/002;4;AN
2 M;(NU) PETROLEUM, OIL, LUBRICANT (POL) STATUS; ; ;CURRENT / CURRENT;1236/022;3;A
3 C;(NU) COMMENTS; ; ;CURRENT / CURRENT;1357/001;1-68;X
