FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
* 2 M;(NU) LINK 14 PRIMARY OR SECONDARY TRANSMIT UNIT; ; ;CURRENT / CURRENT;1638/002;3;A
* 3 M;(NU) LINK 14 TRANSMIT CODE; ; ;CURRENT / CURRENT;1864/007;1-8;A
