FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) BOMBARDMENT SOURCE, AIRCRAFT; ;A;CURRENT / CURRENT;1301/003;3-4;A
;(NU) BOMBARDMENT SOURCE, WEAPON; ;B;CURRENT / CURRENT;1407/023;3-6;A
