FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) TARGET ACQUISITION METEOROLOGICAL ZONE CODE; ; ;CURRENT / CURRENT;1685/003;2;N
* 2 M;(NU) WIND DIRECTION AND SPEED; ; ;CURRENT / CURRENT;2418/001;6;N
* 3 M;(NU) MET AIR TEMPERATURE AND RELATIVE HUMIDITY; ; ;CURRENT / CURRENT;2420/001;6;N
