FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) RETURN PORT; ; ;CURRENT / CURRENT;1022/177;1-20;X
2 M;(NU) ESTIMATED DTG OF ARRIVAL; ; ;CURRENT / CURRENT;2033/031;14;AN
