FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) REMARK INDICATOR; ; ;CURRENT / CURRENT;2269/001;4-8;X
2 M;(NU) TYPE OF COMMENTS ON AMBIGUITIES; ; ;CURRENT / CURRENT;1495/001;3;A
3 M;(NU) QUESTION OR STATEMENT INDICATOR; ; ;CURRENT / CURRENT;2269/002;4-8;X
4 M;(NU) RESPONSE INDICATOR; ; ;CURRENT / CURRENT;2269/003;4-8;X
5 M;(NU) CONFIRMATION OF MEASUREMENT INDICATOR; ; ;CURRENT / CURRENT;1027/017;2-3;A
