FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) SHIP NAME; ;A;CURRENT / CURRENT;1022/049;1-38;X
;(NU) UNIT;UNIT;B;CURRENT / CURRENT;1022/057;1-30;X
2 M;(NU) TIMEFRAME DESIGNATOR; ; ;CURRENT / CURRENT;1144/001;3-11;AN
3 M;(NU) PHONETIC ALPHABETIC IDENTIFIER; ; ;CURRENT / CURRENT;1128/002;4-8;A
* 4 C;(NU) SUPPLY SHIP STATION NUMBER; ; ;CURRENT / CURRENT;1128/012;3-12;AB
