FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) FREIGHT WEIGHT; ; ;CURRENT / CURRENT;2006/002;3-9;AN
2 M;(NU) HELICOPTER LOAD; ; ;CURRENT / CURRENT;1173/011;3-6;A
3 M;(NU) HELICOPTER UNDERSLUNG FREIGHT INDICATOR; ; ;CURRENT / CURRENT;1027/022;2-3;A
4 M;(NU) AIR CARGO LINEAR DIMENSIONS; ; ;CURRENT / CURRENT;2182/001;6-19;ANS
