FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) FLOOD WATER POTENTIAL INDICATOR; ; ;CURRENT / CURRENT;1027/080;2-3;A
* 2 C;(NU) POTENTIAL FLOOD WATER DESCRIPTION; ; ;CURRENT / CURRENT;1363/062;1-20;X
* 3 C;(NU) GEOGRAPHIC POSITION, UTM 10-METRE; ;A;CURRENT / CURRENT;2086/001;13;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;CURRENT / CURRENT;2024/001;15;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, CENTIMINUTES; ;C;CURRENT / CURRENT;2338/001;17;ANS
