FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) COMMAND RELATIONSHIP INDICATOR; ; ;CURRENT / CURRENT;1660/003;7-11;A
