FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) OBSTACLE TYPE, ABBREVIATED; ; ;CURRENT / CURRENT;1270/002;2;A
