FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) REMARK IDENTIFICATION; ; ;CURRENT / CURRENT;1102/010;1-2;A
