FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) UNDEFINED LINK 16 TRACK NUMBER REFERENCE; ; ;CURRENT / CURRENT;1625/029;5;AN
