FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DATE- TIME GROUP OF READING, ZULU;REA;A;CURRENT / CURRENT;2323/018;14;AN
;(NU) DATE-TIME GROUP CONTAMINATION DETECTED, ZULU;CON;B;CURRENT / CURRENT;2323/019;14;AN
