FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MEDIA PRESENCE; ; ;CURRENT / CURRENT;1359/029;1;A
* 2 C;(NU) MEDIA IDENTIFIER; ; ;CURRENT / CURRENT;1380/004;1-30;X
* 3 C;(NU) MEDIA SIGNIFICANCE; ; ;CURRENT / CURRENT;1723/003;2;A
* 4 C;(NU) MEDIA TYPE; ; ;CURRENT / CURRENT;1153/002;2-3;A
