FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ANGULAR CLOUD WIDTH IN DEGREES; ;A ;CURRENT / CURRENT;2315/002;6;AN
;(NU) ANGULAR CLOUD WIDTH IN MILS; ;B ;CURRENT / CURRENT;2317/002;7;AN
