FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) FIRE MISSION COMMAND; ; ;CURRENT / CURRENT;1561/002;4-6;A
