FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MISSILE SEEKER ZONE TYPE; ; ;CURRENT / CURRENT;1145/005;4;A
2 M;(NU) DAY-TIME OF START, VERIFIED; ;A;CURRENT / CURRENT;2013/008;8;AN
;(NU) DATE-TIME MONTH OF START, VERIFIED; ;B;CURRENT / CURRENT;2032/003;11;AN
3 M;(NU) DAY-TIME OF STOP, VERIFIED; ;A;CURRENT / CURRENT;2013/009;8;AN
;(NU) DATE-TIME MONTH OF STOP, VERIFIED; ;B;CURRENT / CURRENT;2032/004;11;AN
