FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) POSITION OR POINT NAME; ; ;CURRENT / CURRENT;1022/018;1-20;X
2 M;(NU) EFFECTIVE DTG; ; ;CURRENT / CURRENT;2033/059;14;AN
