FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ORDNANCE NOMENCLATURE; ; ;CURRENT / CURRENT;1714/005;1-54;X
2 M;(NU) CONTEXT QUANTITY, 1-999; ; ;CURRENT / CURRENT;1023/003;1-3;N
3 M;(NU) UNIT OF PACKING MEASUREMENT; ; ;CURRENT / CURRENT;1008/059;2-3;A
4 M;(NU) PRODUCTION COUNTRY; ; ;CURRENT / CURRENT;1026/021;2;A
5 M;(NU) ORDNANCE MANUFACTURER; ; ;CURRENT / CURRENT;1022/239;1-54;X
6 M;(NU) FACTORY OF ORIGIN; ; ;CURRENT / CURRENT;1022/237;1-54;X
