FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MAGNETIC ANOMALY DETECTOR; ; ;CURRENT / CURRENT;1434/004;5;AN
2 M;(NU) INFLIGHT CHECK PERFORMED; ; ;CURRENT / CURRENT;1359/011;1;A
3 M;(NU) OPERATIONAL FIGURE OF MERIT PERFORMED; ; ;CURRENT / CURRENT;1359/012;1;A
4 M;(NU) ALPHA INDEX NUMBER; ; ;CURRENT / CURRENT;2298/001;3-4;AN
5 M;(NU) MAGNETIC ANOMALY DETECTOR SENSOR SETTING; ; ;CURRENT / CURRENT;1012/038;1-2;N
6 M;(NU) MAD OPERATIONAL EFFECTIVENESS AREA; ; ;CURRENT / CURRENT;1012/086;1-5;N
7 M;(NU) ALTITUDE IN FEET OR METRES; ; ;CURRENT / CURRENT;2279/001;2-7;AN
8 M;(NU) AIRCRAFT RUN-IN HEADING, DEGREES TRUE; ; ;CURRENT / CURRENT;2255/002;4;AN
9 O;(NU) REPORTED DEPTH, FEET OR METRES, DECIMAL PERMITTED; ; ;CURRENT / CURRENT;2264/003;2-7;ANS
