FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) NUMBER OF MAIL UNITS; ; ;CURRENT / CURRENT;1044/203;1-3;N
* 2 M;(NU) UNIT OF MAIL; ; ;CURRENT / CURRENT;1008/038;3;A
* 3 M;(NU) SHIP NAME; ;A;CURRENT / CURRENT;1022/049;1-38;X
;(NU) PLACE NAME;PLACE;B;CURRENT / CURRENT;1022/170;1-20;X
