FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) LINEAR DIMENSIONS (LENGTH-WIDTH-HEIGHT); ; ;CURRENT / CURRENT;2474/001;6-19;ANS
2 O;(NU) REMARKS; ; ;CURRENT / CURRENT;1357/028;1-68;X
