FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) RADIATION EXPOSURE STATUS; ; ;CURRENT / CURRENT;1148/002;1;N
2 O;(NU) NUCLEAR CATEGORY; ; ;CURRENT / CURRENT;1564/001;6;A
