FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) FREQUENCY AFFECTED; ; ;CURRENT / CURRENT;2064/008;3-14;ANS
2 M;(NU) DAY-TIME OF START, VERIFIED; ;A;CURRENT / CURRENT;2013/008;8;AN
;(NU) DAY-TIME START; ;B;CURRENT / CURRENT;2000/014;7;AN
3 M;(NU) DAY-TIME OF STOP, VERIFIED; ;A;CURRENT / CURRENT;2013/009;8;AN
;(NU) DAY-TIME STOP; ;B;CURRENT / CURRENT;2000/015;7;AN
4 M;(NU) AREA CENTRE, LAT/LONG, MINUTES, VERIFIED; ;A;CURRENT / CURRENT;2043/012;14;ANS
;(NU) AREA CENTRE, LAT/LONG, MINUTES; ;B;CURRENT / CURRENT;2023/012;11;AN
5 O;(NU) RADIUS, NAUTICAL MILES; ; ;CURRENT / CURRENT;2276/001;3-6;AN
* 6 O;(NU) ADDITIONAL FREQUENCY; ; ;CURRENT / CURRENT;2064/006;3-14;ANS
