FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TIME PERIOD IN HOURS; ; ;CURRENT / CURRENT;1047/001;1-4;NS
