FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) MINE CARGO DESIGNATION NUMBER; ; ;CURRENT / CURRENT;2211/003;11-17;AB
