FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) ENEMY WEAPONS; ; ;CURRENT / CURRENT;1407/008;3-10;X
