FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) LOAD CLASSIFICATION IN METRIC TONNES; ; ;CURRENT / CURRENT;1253/008;3;N
