FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) BEARING, DEGREES TRUE, MAGNETIC, GRID, OR RELATIVE; ; ;CURRENT / CURRENT;2254/001;4;AN
2 M;(NU) DISTANCE, YD, KYD, M, KM, OR NM; ; ;CURRENT / CURRENT;2268/001;2-8;ANS
3 M;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
4 M;(NU) DATE-TIME MONTH, VERIFIED; ; ;CURRENT / CURRENT;2032/001;11;AN
5 M;(NU) STATION, LAT/LONG, MINUTES, VERIFIED; ; ;CURRENT / CURRENT;2043/010;14;ANS
6 O;(NU) COURSE, DEGREES TRUE OR MAGNETIC; ; ;CURRENT / CURRENT;2259/001;4;AN
7 O;(NU) SPEED, KNOTS; ; ;CURRENT / CURRENT;2265/001;4-7;ANS
