FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) RECOGNITION SIGNAL DEVICE; ; ;CURRENT / CURRENT;1613/001;3-13;AB
2 C;(NU) RECOGNITION SIGNAL COLOUR; ; ;CURRENT / CURRENT;1138/010;3-6;A
3 C;(NU) PANEL SHAPE; ; ;CURRENT / CURRENT;1663/001;1;A
