FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) EFFECTIVE WIND SPEED AND UNIT OF MEASUREMENT; ; ;CURRENT / CURRENT;2318/003;6;AN
2 M;(NU) DOWNWIND DISTANCE OF ZONE 1 AND UNIT OF MEASURE; ; ;CURRENT / CURRENT;2320/002;4-5;AN
3 M;(NU) CLOUD RADIUS AND UNIT OF MEASUREMENT; ; ;CURRENT / CURRENT;2316/002;3-4;AN
4 M;(NU) LEFT RADIAL LINE IN DEGREES;LEFT;A;CURRENT / CURRENT;2321/008;6;AN
;(NU) LEFT RADIAL LINE IN MILS;LEFT;B;CURRENT / CURRENT;2322/008;7;AN
5 M;(NU) RIGHT RADIAL LINE IN DEGREES;RIGHT;A;CURRENT / CURRENT;2321/009;6;AN
;(NU) RIGHT RADIAL LINE IN MILS;RIGHT;B;CURRENT / CURRENT;2322/009;7;AN
