FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) LOGISTICAL SUSTAINABILITY OF UNIT; ; ;CURRENT / CURRENT;1236/007;4-7;A
