FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) GATEWAY SWITCH IDENTIFIER; ; ;CURRENT / CURRENT;1022/119;1-20;X
2 M;(NU) GATEWAY NODE LOCATION, UTM 100-METRE; ; ;CURRENT / CURRENT;2087/009;11;AN
3 M;(NU) GATEWAY RETRANSMISSION CYCLE LENGTH CODE; ; ;CURRENT / CURRENT;1520/001;1-3;AN
* 4 O;(NU) GATEWAY INSTALLATION NAME; ; ;CURRENT / CURRENT;1022/115;1-20;X
* 5 O;(NU) GATEWAY INSTALLATION LOCATION, UTM 100-METRE; ; ;CURRENT / CURRENT;2087/010;11;AN
* 6 O;(NU) GATEWAY LIMITING FACTOR; ; ;CURRENT / CURRENT;1347/002;4-5;A
* 7 O;(NU) COMMENTS; ; ;CURRENT / CURRENT;1357/001;1-68;X
