FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF COMMON USER CHANNELS; ; ;CURRENT / CURRENT;1044/277;1-3;N
2 O;(NU) NUMBER OF DEDICATED CHANNELS FOR PERMANENT CONNECTIONS; ; ;CURRENT / CURRENT;1044/276;1-3;N
3 C;(NU) NUMBER OF CHANNELS RESERVED FOR PACKET SWITCHING; ; ;CURRENT / CURRENT;1044/275;1-3;N
4 O;(NU) NUMBER OF SOLE USER CONNECTIONS; ; ;CURRENT / CURRENT;1044/280;1-3;N
