FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TERRAIN TYPE; ; ;CURRENT / CURRENT;1289/001;3-13;AB
2 O;(NU) LENGTH IN METRES, 1-9999; ; ;CURRENT / CURRENT;1657/005;1-4;N
3 O;(NU) WIDTH IN METRES, 1-9999; ; ;CURRENT / CURRENT;1658/003;1-4;N
4 O;(NU) MAJOR AXIS OF TERRAIN IN DEGREES; ; ;CURRENT / CURRENT;2065/018;4;AN
5 O;(NU) TERRAIN SHAPE; ; ;CURRENT / CURRENT;1259/004;2-11;ABS
6 O;(NU) TYPE OF MAJOR SURFACE; ; ;CURRENT / CURRENT;1289/004;4-6;A
* 7 O;(NU) VEGETATION TYPE; ; ;CURRENT / CURRENT;1206/001;3-9;AB
