FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF VOLLEYS/ROCKETS; ; ;CURRENT / CURRENT;1044/255;1-2;N
