FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ORIGINATING UNIT IDENTIFIER; ; ;CURRENT / CURRENT;1028/019;1-9;ANS
2 M;(NU) AIRCRAFT TRACK NUMBER; ; ;CURRENT / CURRENT;1625/004;1-5;AN
3 M;(NU) AIRCRAFT TRACK IDENTIFICATION CODE; ; ;CURRENT / CURRENT;1271/002;1;A
4 O;(NU) TRACK CONFIDENCE LEVEL; ; ;CURRENT / CURRENT;1123/003;1;N
