FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) VERIFIED NUMBER OF ENEMY UNITS; ; ;CURRENT / CURRENT;2400/001;2-4;ANS
* 2 M;(NU) VERIFIED UNIT SIZE INDICATOR; ; ;CURRENT / CURRENT;2392/001;2-8;AS
* 3 M;(NU) VERIFIED NATIONALITY; ; ;CURRENT / CURRENT;2082/001;3;AS
* 4 M;(NU) VERIFIED UNIT ROLE INDICATOR CODE 'A'; ; ;CURRENT / CURRENT;2393/001;3-7;AS
