FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) RADIUS, FT, YD, NM, M, KM, KYD; ; ;CURRENT / CURRENT;2432/001;2-8;ANS
