FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) OBSTACLE STATUS; ; ;CURRENT / CURRENT;1236/017;3;A
