FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) SUBMARINE TRACK IDENTIFIERS; ; ;CURRENT / CURRENT;2226/001;2-3;A
2 M;(NU) NEXT/FINAL MOVEMENT POSITION, LAT/LONG, MINUTES, VERIFIED; ;A;CURRENT / CURRENT;2043/021;14;ANS
;(NU) VERIFIED GEOGRAPHIC COORDINATE IN TENTHS OF A MINUTE; ;B;CURRENT / CURRENT;2196/001;18;ANS
;(NU) PORT NAME;N;C;CURRENT / CURRENT;1022/074;1-20;X
3 M;(NU) DATE-TIME MONTH, VERIFIED; ; ;CURRENT / CURRENT;2032/001;11;AN
